start|hour|trips|latitude|longitude
(40.737,-73.996)|15|1394|40.737|-73.996
(40.737,-73.996)|16|1132|40.737|-73.996
(40.737,-73.996)|17|1351|40.737|-73.996
(40.737,-73.996)|18|2010|40.737|-73.996
(40.737,-73.996)|19|2359|40.737|-73.996
(40.737,-73.996)|20|2246|40.737|-73.996
(40.737,-73.996)|21|1887|40.737|-73.996
(40.737,-73.996)|22|1557|40.737|-73.996
(40.737,-73.996)|23|1246|40.737|-73.996
(40.737,-73.997)|0|7085|40.737|-73.997
(40.737,-73.997)|1|5094|40.737|-73.997
(40.737,-73.997)|2|3788|40.737|-73.997
(40.737,-73.997)|3|2646|40.737|-73.997
(40.737,-73.997)|4|2238|40.737|-73.997
(40.737,-73.997)|5|2353|40.737|-73.997
(40.737,-73.997)|6|4615|40.737|-73.997
(40.737,-73.997)|7|6832|40.737|-73.997
(40.737,-73.997)|8|7550|40.737|-73.997
(40.737,-73.997)|9|9964|40.737|-73.997
(40.737,-73.997)|10|9268|40.737|-73.997
(40.737,-73.997)|11|8980|40.737|-73.997
(40.737,-73.997)|12|9102|40.737|-73.997
(40.737,-73.997)|13|9447|40.737|-73.997
(40.737,-73.997)|14|9370|40.737|-73.997
(40.737,-73.997)|15|8772|40.737|-73.997
(40.737,-73.997)|16|7724|40.737|-73.997
(40.737,-73.997)|17|9916|40.737|-73.997
(40.737,-73.997)|18|12617|40.737|-73.997
(40.737,-73.997)|19|13128|40.737|-73.997
(40.737,-73.997)|20|12429|40.737|-73.997
(40.737,-73.997)|21|12489|40.737|-73.997
(40.737,-73.997)|22|11076|40.737|-73.997
(40.737,-73.997)|23|8758|40.737|-73.997
(40.737,-74.001)|0|5594|40.737|-74.001
(40.737,-74.001)|1|3600|40.737|-74.001
(40.737,-74.001)|2|2375|40.737|-74.001
(40.737,-74.001)|3|1327|40.737|-74.001
(40.737,-74.001)|4|944|40.737|-74.001
(40.737,-74.001)|5|824|40.737|-74.001
(40.737,-74.001)|6|2275|40.737|-74.001
(40.737,-74.001)|7|3033|40.737|-74.001
(40.737,-74.001)|8|3183|40.737|-74.001
(40.737,-74.001)|9|3976|40.737|-74.001
(40.737,-74.001)|10|3630|40.737|-74.001
(40.737,-74.001)|11|3521|40.737|-74.001
(40.737,-74.001)|12|3538|40.737|-74.001
(40.737,-74.001)|13|3460|40.737|-74.001
(40.737,-74.001)|14|3517|40.737|-74.001
(40.737,-74.001)|15|3282|40.737|-74.001
(40.737,-74.001)|16|2590|40.737|-74.001
(40.737,-74.001)|17|2885|40.737|-74.001
(40.737,-74.001)|18|4162|40.737|-74.001
(40.737,-74.001)|19|5208|40.737|-74.001
(40.737,-74.001)|20|5507|40.737|-74.001
(40.737,-74.001)|21|6359|40.737|-74.001
(40.737,-74.001)|22|7005|40.737|-74.001
(40.737,-74.001)|23|6208|40.737|-74.001
(40.737,-74.005)|0|1755|40.737|-74.005
(40.737,-74.005)|1|1150|40.737|-74.005
(40.737,-74.005)|2|835|40.737|-74.005
(40.737,-74.005)|3|577|40.737|-74.005
(40.737,-74.005)|4|753|40.737|-74.005
(40.737,-74.005)|5|973|40.737|-74.005
(40.737,-74.005)|6|2019|40.737|-74.005
(40.737,-74.005)|7|3208|40.737|-74.005
(40.737,-74.005)|8|3392|40.737|-74.005
(40.737,-74.005)|9|4022|40.737|-74.005
(40.737,-74.005)|10|3534|40.737|-74.005
(40.737,-74.005)|11|2918|40.737|-74.005
(40.737,-74.005)|12|2937|40.737|-74.005
(40.737,-74.005)|13|2999|40.737|-74.005
(40.737,-74.005)|14|3096|40.737|-74.005
(40.737,-74.005)|15|2831|40.737|-74.005
(40.737,-74.005)|16|2687|40.737|-74.005
(40.737,-74.005)|17|3023|40.737|-74.005
(40.737,-74.005)|18|3235|40.737|-74.005
(40.737,-74.005)|19|3406|40.737|-74.005
(40.737,-74.005)|20|2909|40.737|-74.005
(40.737,-74.005)|21|3254|40.737|-74.005
(40.737,-74.005)|22|3391|40.737|-74.005
(40.737,-74.005)|23|2469|40.737|-74.005
(40.737,-74.006)|0|1465|40.737|-74.006
(40.737,-74.006)|1|1025|40.737|-74.006
(40.737,-74.006)|2|730|40.737|-74.006
(40.737,-74.006)|3|484|40.737|-74.006
(40.737,-74.006)|4|445|40.737|-74.006
(40.737,-74.006)|5|539|40.737|-74.006
(40.737,-74.006)|6|1089|40.737|-74.006
(40.737,-74.006)|7|1878|40.737|-74.006
(40.737,-74.006)|8|2384|40.737|-74.006
(40.737,-74.006)|9|2404|40.737|-74.006
(40.737,-74.006)|10|1937|40.737|-74.006
(40.737,-74.006)|11|1897|40.737|-74.006
(40.737,-74.006)|12|1935|40.737|-74.006
(40.737,-74.006)|13|2094|40.737|-74.006
(40.737,-74.006)|14|2119|40.737|-74.006
(40.737,-74.006)|15|2139|40.737|-74.006
(40.737,-74.006)|16|1888|40.737|-74.006
(40.737,-74.006)|17|2161|40.737|-74.006
(40.737,-74.006)|18|2606|40.737|-74.006
(40.737,-74.006)|19|2655|40.737|-74.006
(40.737,-74.006)|20|2354|40.737|-74.006
(40.737,-74.006)|21|2682|40.737|-74.006
(40.737,-74.006)|22|2743|40.737|-74.006
(40.737,-74.006)|23|2232|40.737|-74.006
(40.738,-73.977)|0|381|40.738|-73.977
(40.738,-73.977)|1|185|40.738|-73.977
(40.738,-73.977)|2|127|40.738|-73.977
(40.738,-73.977)|3|84|40.738|-73.977
(40.738,-73.977)|4|118|40.738|-73.977
(40.738,-73.977)|5|159|40.738|-73.977
(40.738,-73.977)|6|476|40.738|-73.977
(40.738,-73.977)|7|778|40.738|-73.977
(40.738,-73.977)|8|1093|40.738|-73.977
(40.738,-73.977)|9|981|40.738|-73.977
(40.738,-73.977)|10|1071|40.738|-73.977
(40.738,-73.977)|11|950|40.738|-73.977
(40.738,-73.977)|12|1045|40.738|-73.977
(40.738,-73.977)|13|947|40.738|-73.977
(40.738,-73.977)|14|925|40.738|-73.977
(40.738,-73.977)|15|1103|40.738|-73.977
(40.738,-73.977)|16|873|40.738|-73.977
(40.738,-73.977)|17|1122|40.738|-73.977
(40.738,-73.977)|18|1420|40.738|-73.977
(40.738,-73.977)|19|1370|40.738|-73.977
(40.738,-73.977)|20|1122|40.738|-73.977
(40.738,-73.977)|21|717|40.738|-73.977
(40.738,-73.977)|22|677|40.738|-73.977
(40.738,-73.977)|23|514|40.738|-73.977
(40.738,-73.978)|0|564|40.738|-73.978
(40.738,-73.978)|1|342|40.738|-73.978
(40.738,-73.978)|2|267|40.738|-73.978
(40.738,-73.978)|3|223|40.738|-73.978
(40.738,-73.978)|4|231|40.738|-73.978
(40.738,-73.978)|5|437|40.738|-73.978
(40.738,-73.978)|6|776|40.738|-73.978
(40.738,-73.978)|7|1290|40.738|-73.978
(40.738,-73.978)|8|1673|40.738|-73.978
(40.738,-73.978)|9|1995|40.738|-73.978
(40.738,-73.978)|10|2331|40.738|-73.978
(40.738,-73.978)|11|2475|40.738|-73.978
(40.738,-73.978)|12|2987|40.738|-73.978
(40.738,-73.978)|13|2420|40.738|-73.978
(40.738,-73.978)|14|2414|40.738|-73.978
(40.738,-73.978)|15|2916|40.738|-73.978
(40.738,-73.978)|16|2474|40.738|-73.978
(40.738,-73.978)|17|2859|40.738|-73.978
(40.738,-73.978)|18|2767|40.738|-73.978
(40.738,-73.978)|19|2814|40.738|-73.978
(40.738,-73.978)|20|2797|40.738|-73.978
(40.738,-73.978)|21|1275|40.738|-73.978
(40.738,-73.978)|22|971|40.738|-73.978
(40.738,-73.978)|23|945|40.738|-73.978
(40.738,-73.981)|0|3884|40.738|-73.981
(40.738,-73.981)|1|2419|40.738|-73.981
(40.738,-73.981)|2|1657|40.738|-73.981
(40.738,-73.981)|3|1201|40.738|-73.981
(40.738,-73.981)|4|965|40.738|-73.981
(40.738,-73.981)|5|1410|40.738|-73.981
(40.738,-73.981)|6|4099|40.738|-73.981
(40.738,-73.981)|7|6337|40.738|-73.981
(40.738,-73.981)|8|6354|40.738|-73.981
(40.738,-73.981)|9|6332|40.738|-73.981
(40.738,-73.981)|10|5724|40.738|-73.981
(40.738,-73.981)|11|5350|40.738|-73.981
(40.738,-73.981)|12|5082|40.738|-73.981
(40.738,-73.981)|13|4956|40.738|-73.981
(40.738,-73.981)|14|4569|40.738|-73.981
(40.738,-73.981)|15|4436|40.738|-73.981
(40.738,-73.981)|16|4215|40.738|-73.981
(40.738,-73.981)|17|5079|40.738|-73.981
(40.738,-73.981)|18|6183|40.738|-73.981
(40.738,-73.981)|19|6492|40.738|-73.981
(40.738,-73.981)|20|6167|40.738|-73.981
(40.738,-73.981)|21|5318|40.738|-73.981
(40.738,-73.981)|22|5377|40.738|-73.981
(40.738,-73.981)|23|5088|40.738|-73.981
(40.738,-73.984)|0|5019|40.738|-73.984
(40.738,-73.984)|1|3265|40.738|-73.984
(40.738,-73.984)|2|2104|40.738|-73.984
(40.738,-73.984)|3|1743|40.738|-73.984
(40.738,-73.984)|4|1292|40.738|-73.984
(40.738,-73.984)|5|1404|40.738|-73.984
(40.738,-73.984)|6|4090|40.738|-73.984
(40.738,-73.984)|7|7213|40.738|-73.984
(40.738,-73.984)|8|7994|40.738|-73.984
(40.738,-73.984)|9|7105|40.738|-73.984
(40.738,-73.984)|10|5798|40.738|-73.984
(40.738,-73.984)|11|5333|40.738|-73.984
(40.738,-73.984)|12|5333|40.738|-73.984
(40.738,-73.984)|13|5100|40.738|-73.984
(40.738,-73.984)|14|4792|40.738|-73.984
(40.738,-73.984)|15|4277|40.738|-73.984
(40.738,-73.984)|16|3736|40.738|-73.984
(40.738,-73.984)|17|4951|40.738|-73.984
(40.738,-73.984)|18|6654|40.738|-73.984
(40.738,-73.984)|19|7550|40.738|-73.984
(40.738,-73.984)|20|7498|40.738|-73.984
(40.738,-73.984)|21|7302|40.738|-73.984
(40.738,-73.984)|22|6793|40.738|-73.984
(40.738,-73.984)|23|6241|40.738|-73.984
(40.738,-73.988)|0|11041|40.738|-73.988
(40.738,-73.988)|1|7080|40.738|-73.988
(40.738,-73.988)|2|4916|40.738|-73.988
(40.738,-73.988)|3|3535|40.738|-73.988
(40.738,-73.988)|4|3214|40.738|-73.988
(40.738,-73.988)|5|2819|40.738|-73.988
(40.738,-73.988)|6|3267|40.738|-73.988
(40.738,-73.988)|7|6017|40.738|-73.988
(40.738,-73.988)|8|7807|40.738|-73.988
(40.738,-73.988)|9|7678|40.738|-73.988
(40.738,-73.988)|10|6961|40.738|-73.988
(40.738,-73.988)|11|7992|40.738|-73.988
(40.738,-73.988)|12|9169|40.738|-73.988
(40.738,-73.988)|13|10821|40.738|-73.988
(40.738,-73.988)|14|12123|40.738|-73.988
(40.738,-73.988)|15|10813|40.738|-73.988
(40.738,-73.988)|16|9670|40.738|-73.988
(40.738,-73.988)|17|11907|40.738|-73.988
(40.738,-73.988)|18|14247|40.738|-73.988
(40.738,-73.988)|19|15634|40.738|-73.988
(40.738,-73.988)|20|17357|40.738|-73.988
(40.738,-73.988)|21|20446|40.738|-73.988
(40.738,-73.988)|22|20002|40.738|-73.988
(40.738,-73.988)|23|15820|40.738|-73.988
(40.738,-73.99)|0|3105|40.738|-73.99
(40.738,-73.99)|1|1122|40.738|-73.99
(40.738,-73.99)|2|383|40.738|-73.99
(40.738,-73.99)|3|236|40.738|-73.99
(40.738,-73.99)|4|127|40.738|-73.99
(40.738,-73.99)|5|112|40.738|-73.99
(40.738,-73.99)|6|243|40.738|-73.99
(40.738,-73.99)|7|659|40.738|-73.99
(40.738,-73.99)|8|1105|40.738|-73.99
(40.738,-73.99)|9|1259|40.738|-73.99
(40.738,-73.99)|10|2010|40.738|-73.99
(40.738,-73.99)|11|2958|40.738|-73.99
(40.738,-73.99)|12|3667|40.738|-73.99
(40.738,-73.99)|13|4544|40.738|-73.99
(40.738,-73.99)|14|4894|40.738|-73.99
(40.738,-73.99)|15|4628|40.738|-73.99
(40.738,-73.99)|16|3451|40.738|-73.99
(40.738,-73.99)|17|4032|40.738|-73.99
(40.738,-73.99)|18|5380|40.738|-73.99
(40.738,-73.99)|19|5880|40.738|-73.99
(40.738,-73.99)|20|5746|40.738|-73.99
(40.738,-73.99)|21|5950|40.738|-73.99
(40.738,-73.99)|22|4824|40.738|-73.99
(40.738,-73.99)|23|4492|40.738|-73.99
(40.738,-73.992)|0|3908|40.738|-73.992
(40.738,-73.992)|1|2616|40.738|-73.992
(40.738,-73.992)|2|1576|40.738|-73.992
(40.738,-73.992)|3|999|40.738|-73.992
(40.738,-73.992)|4|775|40.738|-73.992
(40.738,-73.992)|5|564|40.738|-73.992
(40.738,-73.992)|6|1388|40.738|-73.992
(40.738,-73.992)|7|2899|40.738|-73.992
(40.738,-73.992)|8|4806|40.738|-73.992
(40.738,-73.992)|9|4339|40.738|-73.992
(40.738,-73.992)|10|5241|40.738|-73.992
(40.738,-73.992)|11|6789|40.738|-73.992
(40.738,-73.992)|12|7951|40.738|-73.992
(40.738,-73.992)|13|8201|40.738|-73.992
(40.738,-73.992)|14|9027|40.738|-73.992
(40.738,-73.992)|15|8991|40.738|-73.992
(40.738,-73.992)|16|7866|40.738|-73.992
(40.738,-73.992)|17|8701|40.738|-73.992
(40.738,-73.992)|18|10008|40.738|-73.992
(40.738,-73.992)|19|10321|40.738|-73.992
(40.738,-73.992)|20|8541|40.738|-73.992
(40.738,-73.992)|21|6338|40.738|-73.992
(40.738,-73.992)|22|5386|40.738|-73.992
(40.738,-73.992)|23|4725|40.738|-73.992
(40.738,-73.996)|0|1863|40.738|-73.996
(40.738,-73.996)|1|1248|40.738|-73.996
(40.738,-73.996)|2|919|40.738|-73.996
(40.738,-73.996)|3|727|40.738|-73.996
(40.738,-73.996)|4|765|40.738|-73.996
(40.738,-73.996)|5|1344|40.738|-73.996
(40.738,-73.996)|6|2492|40.738|-73.996
(40.738,-73.996)|7|4303|40.738|-73.996
(40.738,-73.996)|8|4804|40.738|-73.996
(40.738,-73.996)|9|5473|40.738|-73.996
(40.738,-73.996)|10|4534|40.738|-73.996
(40.738,-73.996)|11|4159|40.738|-73.996
(40.738,-73.996)|12|4207|40.738|-73.996
(40.738,-73.996)|13|4079|40.738|-73.996
(40.738,-73.996)|14|3805|40.738|-73.996
(40.738,-73.996)|15|3615|40.738|-73.996
(40.738,-73.996)|16|3269|40.738|-73.996
(40.738,-73.996)|17|3831|40.738|-73.996
(40.738,-73.996)|18|4875|40.738|-73.996
(40.738,-73.996)|19|4853|40.738|-73.996
(40.738,-73.996)|20|4166|40.738|-73.996
(40.738,-73.996)|21|3536|40.738|-73.996
(40.738,-73.996)|22|3164|40.738|-73.996
(40.738,-73.996)|23|2482|40.738|-73.996
(40.738,-73.997)|0|2877|40.738|-73.997
(40.738,-73.997)|1|2393|40.738|-73.997
(40.738,-73.997)|2|1845|40.738|-73.997
(40.738,-73.997)|3|1478|40.738|-73.997
(40.738,-73.997)|4|1343|40.738|-73.997
(40.738,-73.997)|5|1512|40.738|-73.997
(40.738,-73.997)|6|1738|40.738|-73.997
(40.738,-73.997)|7|2183|40.738|-73.997
(40.738,-73.997)|8|2214|40.738|-73.997
(40.738,-73.997)|9|3025|40.738|-73.997
(40.738,-73.997)|10|3088|40.738|-73.997
(40.738,-73.997)|11|3013|40.738|-73.997
(40.738,-73.997)|12|2980|40.738|-73.997
(40.738,-73.997)|13|2984|40.738|-73.997
(40.738,-73.997)|14|2855|40.738|-73.997
(40.738,-73.997)|15|2599|40.738|-73.997
(40.738,-73.997)|16|2286|40.738|-73.997
(40.738,-73.997)|17|2871|40.738|-73.997
(40.738,-73.997)|18|3723|40.738|-73.997
(40.738,-73.997)|19|3924|40.738|-73.997
(40.738,-73.997)|20|3715|40.738|-73.997
(40.738,-73.997)|21|3436|40.738|-73.997
(40.738,-73.997)|22|3061|40.738|-73.997
(40.738,-73.997)|23|2941|40.738|-73.997
(40.738,-74.0)|0|5986|40.738|-74.0
(40.738,-74.0)|1|4510|40.738|-74.0
(40.738,-74.0)|2|3303|40.738|-74.0
(40.738,-74.0)|3|2514|40.738|-74.0
(40.738,-74.0)|4|2055|40.738|-74.0
(40.738,-74.0)|5|1515|40.738|-74.0
(40.738,-74.0)|6|3067|40.738|-74.0
(40.738,-74.0)|7|3885|40.738|-74.0
(40.738,-74.0)|8|4736|40.738|-74.0
(40.738,-74.0)|9|6085|40.738|-74.0
(40.738,-74.0)|10|5300|40.738|-74.0
(40.738,-74.0)|11|5720|40.738|-74.0
(40.738,-74.0)|12|5616|40.738|-74.0
(40.738,-74.0)|13|5414|40.738|-74.0
(40.738,-74.0)|14|5143|40.738|-74.0
(40.738,-74.0)|15|5401|40.738|-74.0
(40.738,-74.0)|16|4156|40.738|-74.0
(40.738,-74.0)|17|4370|40.738|-74.0
(40.738,-74.0)|18|6281|40.738|-74.0
(40.738,-74.0)|19|7259|40.738|-74.0
(40.738,-74.0)|20|6945|40.738|-74.0
(40.738,-74.0)|21|7051|40.738|-74.0
(40.738,-74.0)|22|6726|40.738|-74.0
(40.738,-74.0)|23|6384|40.738|-74.0
(40.738,-74.004)|0|6103|40.738|-74.004
(40.738,-74.004)|1|5182|40.738|-74.004
(40.738,-74.004)|2|3942|40.738|-74.004
(40.738,-74.004)|3|2774|40.738|-74.004
(40.738,-74.004)|4|1185|40.738|-74.004
(40.738,-74.004)|5|836|40.738|-74.004
(40.738,-74.004)|6|2429|40.738|-74.004
(40.738,-74.004)|7|3143|40.738|-74.004
(40.738,-74.004)|8|3897|40.738|-74.004
(40.738,-74.004)|9|4489|40.738|-74.004
(40.738,-74.004)|10|4126|40.738|-74.004
(40.738,-74.004)|11|3346|40.738|-74.004
(40.738,-74.004)|12|3434|40.738|-74.004
(40.738,-74.004)|13|3631|40.738|-74.004
(40.738,-74.004)|14|3633|40.738|-74.004
(40.738,-74.004)|15|3193|40.738|-74.004
(40.738,-74.004)|16|2868|40.738|-74.004
(40.738,-74.004)|17|3565|40.738|-74.004
(40.738,-74.004)|18|4831|40.738|-74.004
(40.738,-74.004)|19|5818|40.738|-74.004
(40.738,-74.004)|20|6706|40.738|-74.004
(40.738,-74.004)|21|7593|40.738|-74.004
(40.738,-74.004)|22|8118|40.738|-74.004
(40.738,-74.004)|23|7289|40.738|-74.004
(40.738,-74.005)|0|1650|40.738|-74.005
(40.738,-74.005)|1|1049|40.738|-74.005
(40.738,-74.005)|2|763|40.738|-74.005
(40.738,-74.005)|3|492|40.738|-74.005
(40.738,-74.005)|4|417|40.738|-74.005
(40.738,-74.005)|5|396|40.738|-74.005
(40.738,-74.005)|6|1249|40.738|-74.005
(40.738,-74.005)|7|1933|40.738|-74.005
(40.738,-74.005)|8|2270|40.738|-74.005
(40.738,-74.005)|9|2811|40.738|-74.005
(40.738,-74.005)|10|2644|40.738|-74.005
(40.738,-74.005)|11|1974|40.738|-74.005
(40.738,-74.005)|12|2041|40.738|-74.005
(40.738,-74.005)|13|2120|40.738|-74.005
(40.738,-74.005)|14|2125|40.738|-74.005
(40.738,-74.005)|15|1783|40.738|-74.005
(40.738,-74.005)|16|1591|40.738|-74.005
(40.738,-74.005)|17|1914|40.738|-74.005
(40.738,-74.005)|18|2239|40.738|-74.005
(40.738,-74.005)|19|2521|40.738|-74.005
(40.738,-74.005)|20|2515|40.738|-74.005
(40.738,-74.005)|21|2937|40.738|-74.005
(40.738,-74.005)|22|3373|40.738|-74.005
(40.738,-74.005)|23|2605|40.738|-74.005
(40.738,-74.006)|0|1669|40.738|-74.006
(40.738,-74.006)|1|1271|40.738|-74.006
(40.738,-74.006)|2|1125|40.738|-74.006
(40.738,-74.006)|3|689|40.738|-74.006
(40.738,-74.006)|4|501|40.738|-74.006
(40.738,-74.006)|5|273|40.738|-74.006
(40.738,-74.006)|6|482|40.738|-74.006
(40.738,-74.006)|7|1284|40.738|-74.006
(40.738,-74.006)|8|1670|40.738|-74.006
(40.738,-74.006)|9|2045|40.738|-74.006
(40.738,-74.006)|10|1986|40.738|-74.006
(40.738,-74.006)|11|1675|40.738|-74.006
(40.738,-74.006)|12|1774|40.738|-74.006
(40.738,-74.006)|13|1660|40.738|-74.006
(40.738,-74.006)|14|1690|40.738|-74.006
(40.738,-74.006)|15|1586|40.738|-74.006
(40.738,-74.006)|16|1244|40.738|-74.006
(40.738,-74.006)|17|1509|40.738|-74.006
(40.738,-74.006)|18|2233|40.738|-74.006
(40.738,-74.006)|19|2571|40.738|-74.006
(40.738,-74.006)|20|2543|40.738|-74.006
(40.738,-74.006)|21|2782|40.738|-74.006
(40.738,-74.006)|22|2833|40.738|-74.006
(40.738,-74.006)|23|2362|40.738|-74.006
(40.738,-74.008)|0|3769|40.738|-74.008
(40.738,-74.008)|1|3279|40.738|-74.008
(40.738,-74.008)|2|3330|40.738|-74.008
(40.738,-74.008)|3|2221|40.738|-74.008
(40.738,-74.008)|4|1288|40.738|-74.008
(40.738,-74.008)|5|589|40.738|-74.008
(40.738,-74.008)|6|1470|40.738|-74.008
(40.738,-74.008)|7|2269|40.738|-74.008
(40.738,-74.008)|8|2829|40.738|-74.008
(40.738,-74.008)|9|4441|40.738|-74.008
(40.738,-74.008)|10|3437|40.738|-74.008
(40.738,-74.008)|11|3180|40.738|-74.008
(40.738,-74.008)|12|3223|40.738|-74.008
(40.738,-74.008)|13|2851|40.738|-74.008
(40.738,-74.008)|14|2623|40.738|-74.008
(40.738,-74.008)|15|2246|40.738|-74.008
(40.738,-74.008)|16|1866|40.738|-74.008
(40.738,-74.008)|17|2231|40.738|-74.008
(40.738,-74.008)|18|3392|40.738|-74.008
(40.738,-74.008)|19|4495|40.738|-74.008
(40.738,-74.008)|20|4361|40.738|-74.008
(40.738,-74.008)|21|4392|40.738|-74.008
(40.738,-74.008)|22|4362|40.738|-74.008
(40.738,-74.008)|23|4090|40.738|-74.008
(40.739,-73.977)|0|1040|40.739|-73.977
(40.739,-73.977)|1|542|40.739|-73.977
(40.739,-73.977)|2|350|40.739|-73.977
(40.739,-73.977)|3|285|40.739|-73.977
(40.739,-73.977)|4|422|40.739|-73.977
(40.739,-73.977)|5|375|40.739|-73.977
(40.739,-73.977)|6|858|40.739|-73.977
(40.739,-73.977)|7|1777|40.739|-73.977
(40.739,-73.977)|8|2219|40.739|-73.977
(40.739,-73.977)|9|2273|40.739|-73.977
(40.739,-73.977)|10|1753|40.739|-73.977
(40.739,-73.977)|11|1946|40.739|-73.977
(40.739,-73.977)|12|2220|40.739|-73.977
(40.739,-73.977)|13|2203|40.739|-73.977
(40.739,-73.977)|14|2388|40.739|-73.977
(40.739,-73.977)|15|2622|40.739|-73.977
(40.739,-73.977)|16|2406|40.739|-73.977
(40.739,-73.977)|17|3201|40.739|-73.977
(40.739,-73.977)|18|3305|40.739|-73.977
(40.739,-73.977)|19|2751|40.739|-73.977
(40.739,-73.977)|20|2849|40.739|-73.977
(40.739,-73.977)|21|1711|40.739|-73.977
(40.739,-73.977)|22|1301|40.739|-73.977
(40.739,-73.977)|23|1437|40.739|-73.977
(40.739,-73.978)|0|49|40.739|-73.978
(40.739,-73.978)|1|30|40.739|-73.978
(40.739,-73.978)|2|33|40.739|-73.978
(40.739,-73.978)|3|12|40.739|-73.978
(40.739,-73.978)|4|15|40.739|-73.978
(40.739,-73.978)|5|19|40.739|-73.978
(40.739,-73.978)|6|29|40.739|-73.978
(40.739,-73.978)|7|63|40.739|-73.978
(40.739,-73.978)|8|148|40.739|-73.978
(40.739,-73.978)|9|90|40.739|-73.978
(40.739,-73.978)|10|115|40.739|-73.978
(40.739,-73.978)|11|94|40.739|-73.978
(40.739,-73.978)|12|105|40.739|-73.978
(40.739,-73.978)|13|107|40.739|-73.978
(40.739,-73.978)|14|120|40.739|-73.978
(40.739,-73.978)|15|133|40.739|-73.978
(40.739,-73.978)|16|120|40.739|-73.978
(40.739,-73.978)|17|135|40.739|-73.978
(40.739,-73.978)|18|152|40.739|-73.978
(40.739,-73.978)|19|131|40.739|-73.978
(40.739,-73.978)|20|147|40.739|-73.978
(40.739,-73.978)|21|92|40.739|-73.978
(40.739,-73.978)|22|88|40.739|-73.978
(40.739,-73.978)|23|66|40.739|-73.978
(40.739,-73.98)|0|2351|40.739|-73.98
(40.739,-73.98)|1|1487|40.739|-73.98
(40.739,-73.98)|2|800|40.739|-73.98
(40.739,-73.98)|3|585|40.739|-73.98
(40.739,-73.98)|4|485|40.739|-73.98
(40.739,-73.98)|5|795|40.739|-73.98
(40.739,-73.98)|6|2204|40.739|-73.98
(40.739,-73.98)|7|5345|40.739|-73.98
(40.739,-73.98)|8|4847|40.739|-73.98
(40.739,-73.98)|9|4653|40.739|-73.98
(40.739,-73.98)|10|3479|40.739|-73.98
(40.739,-73.98)|11|3256|40.739|-73.98
(40.739,-73.98)|12|3239|40.739|-73.98
(40.739,-73.98)|13|3151|40.739|-73.98
(40.739,-73.98)|14|2918|40.739|-73.98
(40.739,-73.98)|15|2733|40.739|-73.98
(40.739,-73.98)|16|2399|40.739|-73.98
(40.739,-73.98)|17|3007|40.739|-73.98
(40.739,-73.98)|18|3938|40.739|-73.98
(40.739,-73.98)|19|4164|40.739|-73.98
(40.739,-73.98)|20|3987|40.739|-73.98
(40.739,-73.98)|21|3646|40.739|-73.98
(40.739,-73.98)|22|3495|40.739|-73.98
(40.739,-73.98)|23|3262|40.739|-73.98
(40.739,-73.983)|0|7742|40.739|-73.983
(40.739,-73.983)|1|6472|40.739|-73.983
(40.739,-73.983)|2|5026|40.739|-73.983
(40.739,-73.983)|3|3300|40.739|-73.983
(40.739,-73.983)|4|2338|40.739|-73.983
(40.739,-73.983)|5|1815|40.739|-73.983
(40.739,-73.983)|6|3774|40.739|-73.983
(40.739,-73.983)|7|5671|40.739|-73.983
(40.739,-73.983)|8|6967|40.739|-73.983
(40.739,-73.983)|9|7675|40.739|-73.983
(40.739,-73.983)|10|6825|40.739|-73.983
(40.739,-73.983)|11|6773|40.739|-73.983
(40.739,-73.983)|12|6597|40.739|-73.983
(40.739,-73.983)|13|6324|40.739|-73.983
(40.739,-73.983)|14|6034|40.739|-73.983
(40.739,-73.983)|15|5760|40.739|-73.983
(40.739,-73.983)|16|5100|40.739|-73.983
(40.739,-73.983)|17|6654|40.739|-73.983
(40.739,-73.983)|18|8666|40.739|-73.983
(40.739,-73.983)|19|9145|40.739|-73.983
(40.739,-73.983)|20|9222|40.739|-73.983
(40.739,-73.983)|21|9065|40.739|-73.983
(40.739,-73.983)|22|9497|40.739|-73.983
(40.739,-73.983)|23|8991|40.739|-73.983
(40.739,-73.984)|0|1884|40.739|-73.984
(40.739,-73.984)|1|2470|40.739|-73.984
(40.739,-73.984)|2|2305|40.739|-73.984
(40.739,-73.984)|3|1288|40.739|-73.984
(40.739,-73.984)|4|365|40.739|-73.984
(40.739,-73.984)|5|216|40.739|-73.984
(40.739,-73.984)|6|411|40.739|-73.984
(40.739,-73.984)|7|896|40.739|-73.984
(40.739,-73.984)|8|1494|40.739|-73.984
(40.739,-73.984)|9|1318|40.739|-73.984
(40.739,-73.984)|10|1108|40.739|-73.984
(40.739,-73.984)|11|1106|40.739|-73.984
(40.739,-73.984)|12|1223|40.739|-73.984
(40.739,-73.984)|13|1139|40.739|-73.984
(40.739,-73.984)|14|1111|40.739|-73.984
(40.739,-73.984)|15|981|40.739|-73.984
(40.739,-73.984)|16|818|40.739|-73.984
(40.739,-73.984)|17|992|40.739|-73.984
(40.739,-73.984)|18|1388|40.739|-73.984
(40.739,-73.984)|19|1663|40.739|-73.984
(40.739,-73.984)|20|1655|40.739|-73.984
(40.739,-73.984)|21|1604|40.739|-73.984
(40.739,-73.984)|22|1736|40.739|-73.984
(40.739,-73.984)|23|1762|40.739|-73.984
(40.739,-73.985)|0|3952|40.739|-73.985
(40.739,-73.985)|1|3155|40.739|-73.985
