start|hour|trips|latitude|longitude
(40.752,-74.005)|8|3535|40.752|-74.005
(40.752,-74.005)|9|3481|40.752|-74.005
(40.752,-74.005)|10|2996|40.752|-74.005
(40.752,-74.005)|11|2996|40.752|-74.005
(40.752,-74.005)|12|3145|40.752|-74.005
(40.752,-74.005)|13|3046|40.752|-74.005
(40.752,-74.005)|14|3352|40.752|-74.005
(40.752,-74.005)|15|3261|40.752|-74.005
(40.752,-74.005)|16|3003|40.752|-74.005
(40.752,-74.005)|17|4282|40.752|-74.005
(40.752,-74.005)|18|5338|40.752|-74.005
(40.752,-74.005)|19|5234|40.752|-74.005
(40.752,-74.005)|20|4644|40.752|-74.005
(40.752,-74.005)|21|3920|40.752|-74.005
(40.752,-74.005)|22|3800|40.752|-74.005
(40.752,-74.005)|23|3312|40.752|-74.005
(40.752,-74.007)|0|77|40.752|-74.007
(40.752,-74.007)|1|40|40.752|-74.007
(40.752,-74.007)|2|23|40.752|-74.007
(40.752,-74.007)|3|4|40.752|-74.007
(40.752,-74.007)|4|3|40.752|-74.007
(40.752,-74.007)|5|2|40.752|-74.007
(40.752,-74.007)|6|1|40.752|-74.007
(40.752,-74.007)|7|10|40.752|-74.007
(40.752,-74.007)|8|18|40.752|-74.007
(40.752,-74.007)|9|81|40.752|-74.007
(40.752,-74.007)|10|149|40.752|-74.007
(40.752,-74.007)|11|154|40.752|-74.007
(40.752,-74.007)|12|131|40.752|-74.007
(40.752,-74.007)|13|135|40.752|-74.007
(40.752,-74.007)|14|176|40.752|-74.007
(40.752,-74.007)|15|154|40.752|-74.007
(40.752,-74.007)|16|148|40.752|-74.007
(40.752,-74.007)|17|247|40.752|-74.007
(40.752,-74.007)|18|336|40.752|-74.007
(40.752,-74.007)|19|365|40.752|-74.007
(40.752,-74.007)|20|279|40.752|-74.007
(40.752,-74.007)|21|178|40.752|-74.007
(40.752,-74.007)|22|136|40.752|-74.007
(40.752,-74.007)|23|101|40.752|-74.007
(40.753,-73.966)|0|291|40.753|-73.966
(40.753,-73.966)|1|160|40.753|-73.966
(40.753,-73.966)|2|95|40.753|-73.966
(40.753,-73.966)|3|67|40.753|-73.966
(40.753,-73.966)|4|73|40.753|-73.966
(40.753,-73.966)|5|170|40.753|-73.966
(40.753,-73.966)|6|662|40.753|-73.966
(40.753,-73.966)|7|1097|40.753|-73.966
(40.753,-73.966)|8|1974|40.753|-73.966
(40.753,-73.966)|9|2366|40.753|-73.966
(40.753,-73.966)|10|2054|40.753|-73.966
(40.753,-73.966)|11|2046|40.753|-73.966
(40.753,-73.966)|12|1761|40.753|-73.966
(40.753,-73.966)|13|1592|40.753|-73.966
(40.753,-73.966)|14|1281|40.753|-73.966
(40.753,-73.966)|15|1049|40.753|-73.966
(40.753,-73.966)|16|786|40.753|-73.966
(40.753,-73.966)|17|1188|40.753|-73.966
(40.753,-73.966)|18|1948|40.753|-73.966
(40.753,-73.966)|19|1624|40.753|-73.966
(40.753,-73.966)|20|1499|40.753|-73.966
(40.753,-73.966)|21|1103|40.753|-73.966
(40.753,-73.966)|22|808|40.753|-73.966
(40.753,-73.966)|23|570|40.753|-73.966
(40.753,-73.967)|0|1017|40.753|-73.967
(40.753,-73.967)|1|616|40.753|-73.967
(40.753,-73.967)|2|352|40.753|-73.967
(40.753,-73.967)|3|219|40.753|-73.967
(40.753,-73.967)|4|234|40.753|-73.967
(40.753,-73.967)|5|401|40.753|-73.967
(40.753,-73.967)|6|1321|40.753|-73.967
(40.753,-73.967)|7|3098|40.753|-73.967
(40.753,-73.967)|8|4425|40.753|-73.967
(40.753,-73.967)|9|4666|40.753|-73.967
(40.753,-73.967)|10|3892|40.753|-73.967
(40.753,-73.967)|11|3918|40.753|-73.967
(40.753,-73.967)|12|3792|40.753|-73.967
(40.753,-73.967)|13|3190|40.753|-73.967
(40.753,-73.967)|14|3005|40.753|-73.967
(40.753,-73.967)|15|2418|40.753|-73.967
(40.753,-73.967)|16|1930|40.753|-73.967
(40.753,-73.967)|17|2372|40.753|-73.967
(40.753,-73.967)|18|3622|40.753|-73.967
(40.753,-73.967)|19|3555|40.753|-73.967
(40.753,-73.967)|20|3392|40.753|-73.967
(40.753,-73.967)|21|2843|40.753|-73.967
(40.753,-73.967)|22|2179|40.753|-73.967
(40.753,-73.967)|23|1702|40.753|-73.967
(40.753,-73.97)|0|3108|40.753|-73.97
(40.753,-73.97)|1|1713|40.753|-73.97
(40.753,-73.97)|2|1026|40.753|-73.97
(40.753,-73.97)|3|765|40.753|-73.97
(40.753,-73.97)|4|821|40.753|-73.97
(40.753,-73.97)|5|1296|40.753|-73.97
(40.753,-73.97)|6|3527|40.753|-73.97
(40.753,-73.97)|7|5298|40.753|-73.97
(40.753,-73.97)|8|7185|40.753|-73.97
(40.753,-73.97)|9|5945|40.753|-73.97
(40.753,-73.97)|10|5198|40.753|-73.97
(40.753,-73.97)|11|5585|40.753|-73.97
(40.753,-73.97)|12|5993|40.753|-73.97
(40.753,-73.97)|13|5350|40.753|-73.97
(40.753,-73.97)|14|5312|40.753|-73.97
(40.753,-73.97)|15|5158|40.753|-73.97
(40.753,-73.97)|16|5268|40.753|-73.97
(40.753,-73.97)|17|7363|40.753|-73.97
(40.753,-73.97)|18|8165|40.753|-73.97
(40.753,-73.97)|19|8131|40.753|-73.97
(40.753,-73.97)|20|7766|40.753|-73.97
(40.753,-73.97)|21|6596|40.753|-73.97
(40.753,-73.97)|22|5402|40.753|-73.97
(40.753,-73.97)|23|4317|40.753|-73.97
(40.753,-73.973)|0|5254|40.753|-73.973
(40.753,-73.973)|1|3690|40.753|-73.973
(40.753,-73.973)|2|2509|40.753|-73.973
(40.753,-73.973)|3|1730|40.753|-73.973
(40.753,-73.973)|4|1016|40.753|-73.973
(40.753,-73.973)|5|723|40.753|-73.973
(40.753,-73.973)|6|1355|40.753|-73.973
(40.753,-73.973)|7|2077|40.753|-73.973
(40.753,-73.973)|8|3148|40.753|-73.973
(40.753,-73.973)|9|4021|40.753|-73.973
(40.753,-73.973)|10|4725|40.753|-73.973
(40.753,-73.973)|11|5644|40.753|-73.973
(40.753,-73.973)|12|5981|40.753|-73.973
(40.753,-73.973)|13|5714|40.753|-73.973
(40.753,-73.973)|14|5962|40.753|-73.973
(40.753,-73.973)|15|5183|40.753|-73.973
(40.753,-73.973)|16|4390|40.753|-73.973
(40.753,-73.973)|17|6013|40.753|-73.973
(40.753,-73.973)|18|7319|40.753|-73.973
(40.753,-73.973)|19|8145|40.753|-73.973
(40.753,-73.973)|20|9160|40.753|-73.973
(40.753,-73.973)|21|10135|40.753|-73.973
(40.753,-73.973)|22|9015|40.753|-73.973
(40.753,-73.973)|23|7002|40.753|-73.973
(40.753,-73.974)|0|1635|40.753|-73.974
(40.753,-73.974)|1|1137|40.753|-73.974
(40.753,-73.974)|2|822|40.753|-73.974
(40.753,-73.974)|3|469|40.753|-73.974
(40.753,-73.974)|4|315|40.753|-73.974
(40.753,-73.974)|5|270|40.753|-73.974
(40.753,-73.974)|6|504|40.753|-73.974
(40.753,-73.974)|7|862|40.753|-73.974
(40.753,-73.974)|8|1379|40.753|-73.974
(40.753,-73.974)|9|1583|40.753|-73.974
(40.753,-73.974)|10|1629|40.753|-73.974
(40.753,-73.974)|11|1786|40.753|-73.974
(40.753,-73.974)|12|1880|40.753|-73.974
(40.753,-73.974)|13|1940|40.753|-73.974
(40.753,-73.974)|14|1978|40.753|-73.974
(40.753,-73.974)|15|1904|40.753|-73.974
(40.753,-73.974)|16|1581|40.753|-73.974
(40.753,-73.974)|17|2189|40.753|-73.974
(40.753,-73.974)|18|2666|40.753|-73.974
(40.753,-73.974)|19|2983|40.753|-73.974
(40.753,-73.974)|20|3107|40.753|-73.974
(40.753,-73.974)|21|3049|40.753|-73.974
(40.753,-73.974)|22|2994|40.753|-73.974
(40.753,-73.974)|23|2290|40.753|-73.974
(40.753,-73.975)|0|3966|40.753|-73.975
(40.753,-73.975)|1|2340|40.753|-73.975
(40.753,-73.975)|2|1335|40.753|-73.975
(40.753,-73.975)|3|1006|40.753|-73.975
(40.753,-73.975)|4|749|40.753|-73.975
(40.753,-73.975)|5|1097|40.753|-73.975
(40.753,-73.975)|6|3821|40.753|-73.975
(40.753,-73.975)|7|6004|40.753|-73.975
(40.753,-73.975)|8|8328|40.753|-73.975
(40.753,-73.975)|9|7623|40.753|-73.975
(40.753,-73.975)|10|5866|40.753|-73.975
(40.753,-73.975)|11|6076|40.753|-73.975
(40.753,-73.975)|12|6773|40.753|-73.975
(40.753,-73.975)|13|6291|40.753|-73.975
(40.753,-73.975)|14|6594|40.753|-73.975
(40.753,-73.975)|15|6084|40.753|-73.975
(40.753,-73.975)|16|5380|40.753|-73.975
(40.753,-73.975)|17|7835|40.753|-73.975
(40.753,-73.975)|18|9486|40.753|-73.975
(40.753,-73.975)|19|9686|40.753|-73.975
(40.753,-73.975)|20|10912|40.753|-73.975
(40.753,-73.975)|21|10745|40.753|-73.975
(40.753,-73.975)|22|8810|40.753|-73.975
(40.753,-73.975)|23|6393|40.753|-73.975
(40.753,-73.977)|0|1099|40.753|-73.977
(40.753,-73.977)|1|623|40.753|-73.977
(40.753,-73.977)|2|238|40.753|-73.977
(40.753,-73.977)|3|86|40.753|-73.977
(40.753,-73.977)|4|107|40.753|-73.977
(40.753,-73.977)|5|355|40.753|-73.977
(40.753,-73.977)|6|1064|40.753|-73.977
(40.753,-73.977)|7|1650|40.753|-73.977
(40.753,-73.977)|8|1999|40.753|-73.977
(40.753,-73.977)|9|2271|40.753|-73.977
(40.753,-73.977)|10|2388|40.753|-73.977
(40.753,-73.977)|11|2502|40.753|-73.977
(40.753,-73.977)|12|2150|40.753|-73.977
(40.753,-73.977)|13|2111|40.753|-73.977
(40.753,-73.977)|14|2635|40.753|-73.977
(40.753,-73.977)|15|2280|40.753|-73.977
(40.753,-73.977)|16|1881|40.753|-73.977
(40.753,-73.977)|17|2396|40.753|-73.977
(40.753,-73.977)|18|2645|40.753|-73.977
(40.753,-73.977)|19|2486|40.753|-73.977
(40.753,-73.977)|20|2559|40.753|-73.977
(40.753,-73.977)|21|2551|40.753|-73.977
(40.753,-73.977)|22|2256|40.753|-73.977
(40.753,-73.977)|23|1793|40.753|-73.977
(40.753,-73.978)|0|4331|40.753|-73.978
(40.753,-73.978)|1|2472|40.753|-73.978
(40.753,-73.978)|2|757|40.753|-73.978
(40.753,-73.978)|3|319|40.753|-73.978
(40.753,-73.978)|4|304|40.753|-73.978
(40.753,-73.978)|5|1782|40.753|-73.978
(40.753,-73.978)|6|6314|40.753|-73.978
(40.753,-73.978)|7|9922|40.753|-73.978
(40.753,-73.978)|8|12021|40.753|-73.978
(40.753,-73.978)|9|11735|40.753|-73.978
(40.753,-73.978)|10|11029|40.753|-73.978
(40.753,-73.978)|11|11787|40.753|-73.978
(40.753,-73.978)|12|10361|40.753|-73.978
(40.753,-73.978)|13|9728|40.753|-73.978
(40.753,-73.978)|14|9366|40.753|-73.978
(40.753,-73.978)|15|7870|40.753|-73.978
(40.753,-73.978)|16|6723|40.753|-73.978
(40.753,-73.978)|17|8410|40.753|-73.978
(40.753,-73.978)|18|9539|40.753|-73.978
(40.753,-73.978)|19|10494|40.753|-73.978
(40.753,-73.978)|20|11338|40.753|-73.978
(40.753,-73.978)|21|11015|40.753|-73.978
(40.753,-73.978)|22|9229|40.753|-73.978
(40.753,-73.978)|23|6361|40.753|-73.978
(40.753,-73.979)|0|5976|40.753|-73.979
(40.753,-73.979)|1|3940|40.753|-73.979
(40.753,-73.979)|2|2168|40.753|-73.979
(40.753,-73.979)|3|1170|40.753|-73.979
(40.753,-73.979)|4|724|40.753|-73.979
(40.753,-73.979)|5|767|40.753|-73.979
(40.753,-73.979)|6|1808|40.753|-73.979
(40.753,-73.979)|7|3626|40.753|-73.979
(40.753,-73.979)|8|6410|40.753|-73.979
(40.753,-73.979)|9|7138|40.753|-73.979
(40.753,-73.979)|10|6688|40.753|-73.979
(40.753,-73.979)|11|8096|40.753|-73.979
(40.753,-73.979)|12|8900|40.753|-73.979
(40.753,-73.979)|13|8022|40.753|-73.979
(40.753,-73.979)|14|8038|40.753|-73.979
(40.753,-73.979)|15|7082|40.753|-73.979
(40.753,-73.979)|16|5593|40.753|-73.979
(40.753,-73.979)|17|5314|40.753|-73.979
(40.753,-73.979)|18|6786|40.753|-73.979
(40.753,-73.979)|19|8270|40.753|-73.979
(40.753,-73.979)|20|9826|40.753|-73.979
(40.753,-73.979)|21|10728|40.753|-73.979
(40.753,-73.979)|22|10296|40.753|-73.979
(40.753,-73.979)|23|8179|40.753|-73.979
(40.753,-73.98)|0|2400|40.753|-73.98
(40.753,-73.98)|1|1622|40.753|-73.98
(40.753,-73.98)|2|797|40.753|-73.98
(40.753,-73.98)|3|464|40.753|-73.98
(40.753,-73.98)|4|302|40.753|-73.98
(40.753,-73.98)|5|249|40.753|-73.98
(40.753,-73.98)|6|417|40.753|-73.98
(40.753,-73.98)|7|817|40.753|-73.98
(40.753,-73.98)|8|1798|40.753|-73.98
(40.753,-73.98)|9|2425|40.753|-73.98
(40.753,-73.98)|10|2550|40.753|-73.98
(40.753,-73.98)|11|2930|40.753|-73.98
(40.753,-73.98)|12|3105|40.753|-73.98
(40.753,-73.98)|13|3222|40.753|-73.98
(40.753,-73.98)|14|3306|40.753|-73.98
(40.753,-73.98)|15|2901|40.753|-73.98
(40.753,-73.98)|16|2281|40.753|-73.98
(40.753,-73.98)|17|1939|40.753|-73.98
(40.753,-73.98)|18|2488|40.753|-73.98
(40.753,-73.98)|19|2535|40.753|-73.98
(40.753,-73.98)|20|2829|40.753|-73.98
(40.753,-73.98)|21|2867|40.753|-73.98
(40.753,-73.98)|22|3081|40.753|-73.98
(40.753,-73.98)|23|2912|40.753|-73.98
(40.753,-73.981)|0|3678|40.753|-73.981
(40.753,-73.981)|1|1534|40.753|-73.981
(40.753,-73.981)|2|884|40.753|-73.981
(40.753,-73.981)|3|489|40.753|-73.981
(40.753,-73.981)|4|404|40.753|-73.981
(40.753,-73.981)|5|472|40.753|-73.981
(40.753,-73.981)|6|985|40.753|-73.981
(40.753,-73.981)|7|2387|40.753|-73.981
(40.753,-73.981)|8|4883|40.753|-73.981
(40.753,-73.981)|9|5485|40.753|-73.981
(40.753,-73.981)|10|5178|40.753|-73.981
(40.753,-73.981)|11|5483|40.753|-73.981
(40.753,-73.981)|12|5957|40.753|-73.981
(40.753,-73.981)|13|5581|40.753|-73.981
(40.753,-73.981)|14|5430|40.753|-73.981
(40.753,-73.981)|15|4754|40.753|-73.981
(40.753,-73.981)|16|3489|40.753|-73.981
(40.753,-73.981)|17|3339|40.753|-73.981
(40.753,-73.981)|18|4661|40.753|-73.981
(40.753,-73.981)|19|5256|40.753|-73.981
(40.753,-73.981)|20|4813|40.753|-73.981
(40.753,-73.981)|21|4056|40.753|-73.981
(40.753,-73.981)|22|4945|40.753|-73.981
(40.753,-73.981)|23|5350|40.753|-73.981
(40.753,-73.985)|0|2732|40.753|-73.985
(40.753,-73.985)|1|2214|40.753|-73.985
(40.753,-73.985)|2|1746|40.753|-73.985
(40.753,-73.985)|3|1334|40.753|-73.985
(40.753,-73.985)|4|1053|40.753|-73.985
(40.753,-73.985)|5|535|40.753|-73.985
(40.753,-73.985)|6|771|40.753|-73.985
(40.753,-73.985)|7|1239|40.753|-73.985
(40.753,-73.985)|8|1678|40.753|-73.985
(40.753,-73.985)|9|2353|40.753|-73.985
(40.753,-73.985)|10|2977|40.753|-73.985
(40.753,-73.985)|11|3431|40.753|-73.985
(40.753,-73.985)|12|3731|40.753|-73.985
(40.753,-73.985)|13|3792|40.753|-73.985
(40.753,-73.985)|14|4000|40.753|-73.985
(40.753,-73.985)|15|3466|40.753|-73.985
(40.753,-73.985)|16|2871|40.753|-73.985
(40.753,-73.985)|17|3036|40.753|-73.985
(40.753,-73.985)|18|3722|40.753|-73.985
(40.753,-73.985)|19|4255|40.753|-73.985
(40.753,-73.985)|20|4709|40.753|-73.985
(40.753,-73.985)|21|4325|40.753|-73.985
(40.753,-73.985)|22|4149|40.753|-73.985
(40.753,-73.985)|23|3665|40.753|-73.985
(40.753,-73.986)|0|2881|40.753|-73.986
(40.753,-73.986)|1|2042|40.753|-73.986
(40.753,-73.986)|2|1441|40.753|-73.986
(40.753,-73.986)|3|1079|40.753|-73.986
(40.753,-73.986)|4|1085|40.753|-73.986
(40.753,-73.986)|5|797|40.753|-73.986
(40.753,-73.986)|6|1293|40.753|-73.986
(40.753,-73.986)|7|2116|40.753|-73.986
(40.753,-73.986)|8|3070|40.753|-73.986
(40.753,-73.986)|9|3804|40.753|-73.986
(40.753,-73.986)|10|4302|40.753|-73.986
(40.753,-73.986)|11|4558|40.753|-73.986
(40.753,-73.986)|12|4910|40.753|-73.986
(40.753,-73.986)|13|5106|40.753|-73.986
(40.753,-73.986)|14|5018|40.753|-73.986
(40.753,-73.986)|15|4348|40.753|-73.986
(40.753,-73.986)|16|3455|40.753|-73.986
(40.753,-73.986)|17|3854|40.753|-73.986
(40.753,-73.986)|18|4596|40.753|-73.986
(40.753,-73.986)|19|5197|40.753|-73.986
(40.753,-73.986)|20|5250|40.753|-73.986
(40.753,-73.986)|21|4939|40.753|-73.986
(40.753,-73.986)|22|4028|40.753|-73.986
(40.753,-73.986)|23|3718|40.753|-73.986
(40.753,-73.989)|0|2306|40.753|-73.989
(40.753,-73.989)|1|1346|40.753|-73.989
(40.753,-73.989)|2|893|40.753|-73.989
(40.753,-73.989)|3|614|40.753|-73.989
(40.753,-73.989)|4|411|40.753|-73.989
(40.753,-73.989)|5|896|40.753|-73.989
(40.753,-73.989)|6|1099|40.753|-73.989
(40.753,-73.989)|7|1619|40.753|-73.989
(40.753,-73.989)|8|3052|40.753|-73.989
(40.753,-73.989)|9|4438|40.753|-73.989
(40.753,-73.989)|10|5290|40.753|-73.989
(40.753,-73.989)|11|6106|40.753|-73.989
(40.753,-73.989)|12|6458|40.753|-73.989
(40.753,-73.989)|13|6510|40.753|-73.989
(40.753,-73.989)|14|6156|40.753|-73.989
(40.753,-73.989)|15|5712|40.753|-73.989
(40.753,-73.989)|16|4300|40.753|-73.989
(40.753,-73.989)|17|4135|40.753|-73.989
(40.753,-73.989)|18|4836|40.753|-73.989
(40.753,-73.989)|19|5649|40.753|-73.989
(40.753,-73.989)|20|5331|40.753|-73.989
(40.753,-73.989)|21|4458|40.753|-73.989
(40.753,-73.989)|22|3732|40.753|-73.989
(40.753,-73.989)|23|3231|40.753|-73.989
(40.753,-73.993)|0|4010|40.753|-73.993
(40.753,-73.993)|1|2707|40.753|-73.993
(40.753,-73.993)|2|1951|40.753|-73.993
(40.753,-73.993)|3|1384|40.753|-73.993
(40.753,-73.993)|4|1272|40.753|-73.993
(40.753,-73.993)|5|1432|40.753|-73.993
(40.753,-73.993)|6|2295|40.753|-73.993
(40.753,-73.993)|7|3538|40.753|-73.993
(40.753,-73.993)|8|4961|40.753|-73.993
(40.753,-73.993)|9|6514|40.753|-73.993
(40.753,-73.993)|10|7205|40.753|-73.993
(40.753,-73.993)|11|7574|40.753|-73.993
(40.753,-73.993)|12|7420|40.753|-73.993
(40.753,-73.993)|13|6955|40.753|-73.993
(40.753,-73.993)|14|6760|40.753|-73.993
(40.753,-73.993)|15|6560|40.753|-73.993
(40.753,-73.993)|16|5432|40.753|-73.993
(40.753,-73.993)|17|5661|40.753|-73.993
(40.753,-73.993)|18|7103|40.753|-73.993
(40.753,-73.993)|19|7898|40.753|-73.993
(40.753,-73.993)|20|7458|40.753|-73.993
(40.753,-73.993)|21|6260|40.753|-73.993
(40.753,-73.993)|22|5230|40.753|-73.993
(40.753,-73.993)|23|4750|40.753|-73.993
(40.753,-73.997)|0|1589|40.753|-73.997
(40.753,-73.997)|1|1093|40.753|-73.997
(40.753,-73.997)|2|679|40.753|-73.997
(40.753,-73.997)|3|425|40.753|-73.997
(40.753,-73.997)|4|292|40.753|-73.997
(40.753,-73.997)|5|361|40.753|-73.997
(40.753,-73.997)|6|888|40.753|-73.997
(40.753,-73.997)|7|995|40.753|-73.997
(40.753,-73.997)|8|1849|40.753|-73.997
(40.753,-73.997)|9|2621|40.753|-73.997
(40.753,-73.997)|10|3123|40.753|-73.997
(40.753,-73.997)|11|3415|40.753|-73.997
(40.753,-73.997)|12|3976|40.753|-73.997
(40.753,-73.997)|13|3945|40.753|-73.997
(40.753,-73.997)|14|3694|40.753|-73.997
(40.753,-73.997)|15|3435|40.753|-73.997
(40.753,-73.997)|16|3573|40.753|-73.997
(40.753,-73.997)|17|3728|40.753|-73.997
(40.753,-73.997)|18|4082|40.753|-73.997
(40.753,-73.997)|19|3996|40.753|-73.997
(40.753,-73.997)|20|2895|40.753|-73.997
(40.753,-73.997)|21|2603|40.753|-73.997
(40.753,-73.997)|22|2670|40.753|-73.997
(40.753,-73.997)|23|2398|40.753|-73.997
(40.753,-74.004)|0|1214|40.753|-74.004
(40.753,-74.004)|1|765|40.753|-74.004
(40.753,-74.004)|2|458|40.753|-74.004
(40.753,-74.004)|3|338|40.753|-74.004
(40.753,-74.004)|4|310|40.753|-74.004
(40.753,-74.004)|5|530|40.753|-74.004
(40.753,-74.004)|6|986|40.753|-74.004
(40.753,-74.004)|7|1968|40.753|-74.004
(40.753,-74.004)|8|3546|40.753|-74.004
(40.753,-74.004)|9|3569|40.753|-74.004
(40.753,-74.004)|10|2885|40.753|-74.004
(40.753,-74.004)|11|2733|40.753|-74.004
(40.753,-74.004)|12|2984|40.753|-74.004
(40.753,-74.004)|13|2932|40.753|-74.004
(40.753,-74.004)|14|2905|40.753|-74.004
(40.753,-74.004)|15|3048|40.753|-74.004
(40.753,-74.004)|16|2706|40.753|-74.004
(40.753,-74.004)|17|2999|40.753|-74.004
(40.753,-74.004)|18|3461|40.753|-74.004
(40.753,-74.004)|19|3400|40.753|-74.004
(40.753,-74.004)|20|3072|40.753|-74.004
(40.753,-74.004)|21|2472|40.753|-74.004
(40.753,-74.004)|22|2129|40.753|-74.004
(40.753,-74.004)|23|1573|40.753|-74.004
(40.754,-73.942)|0|1135|40.754|-73.942
(40.754,-73.942)|1|1096|40.754|-73.942
(40.754,-73.942)|2|718|40.754|-73.942
(40.754,-73.942)|3|485|40.754|-73.942
(40.754,-73.942)|4|467|40.754|-73.942
(40.754,-73.942)|5|437|40.754|-73.942
(40.754,-73.942)|6|566|40.754|-73.942
(40.754,-73.942)|7|906|40.754|-73.942
(40.754,-73.942)|8|881|40.754|-73.942
(40.754,-73.942)|9|983|40.754|-73.942
(40.754,-73.942)|10|757|40.754|-73.942
(40.754,-73.942)|11|622|40.754|-73.942
(40.754,-73.942)|12|489|40.754|-73.942
(40.754,-73.942)|13|573|40.754|-73.942
(40.754,-73.942)|14|552|40.754|-73.942
(40.754,-73.942)|15|542|40.754|-73.942
(40.754,-73.942)|16|469|40.754|-73.942
(40.754,-73.942)|17|521|40.754|-73.942
(40.754,-73.942)|18|620|40.754|-73.942
(40.754,-73.942)|19|613|40.754|-73.942
(40.754,-73.942)|20|631|40.754|-73.942
(40.754,-73.942)|21|749|40.754|-73.942
(40.754,-73.942)|22|856|40.754|-73.942
(40.754,-73.942)|23|1076|40.754|-73.942
(40.754,-73.966)|0|1903|40.754|-73.966
(40.754,-73.966)|1|1138|40.754|-73.966
(40.754,-73.966)|2|653|40.754|-73.966
(40.754,-73.966)|3|470|40.754|-73.966
(40.754,-73.966)|4|493|40.754|-73.966
(40.754,-73.966)|5|923|40.754|-73.966
(40.754,-73.966)|6|2028|40.754|-73.966
(40.754,-73.966)|7|5234|40.754|-73.966
(40.754,-73.966)|8|7584|40.754|-73.966
(40.754,-73.966)|9|5613|40.754|-73.966
(40.754,-73.966)|10|4690|40.754|-73.966
(40.754,-73.966)|11|4616|40.754|-73.966
(40.754,-73.966)|12|4431|40.754|-73.966
(40.754,-73.966)|13|4157|40.754|-73.966
(40.754,-73.966)|14|3921|40.754|-73.966
(40.754,-73.966)|15|3221|40.754|-73.966
(40.754,-73.966)|16|2434|40.754|-73.966
(40.754,-73.966)|17|3272|40.754|-73.966
(40.754,-73.966)|18|4254|40.754|-73.966
(40.754,-73.966)|19|4773|40.754|-73.966
(40.754,-73.966)|20|4722|40.754|-73.966
(40.754,-73.966)|21|4591|40.754|-73.966
(40.754,-73.966)|22|4152|40.754|-73.966
(40.754,-73.966)|23|3177|40.754|-73.966
(40.754,-73.969)|0|4330|40.754|-73.969
(40.754,-73.969)|1|3201|40.754|-73.969
(40.754,-73.969)|2|2116|40.754|-73.969
(40.754,-73.969)|3|1460|40.754|-73.969
(40.754,-73.969)|4|1164|40.754|-73.969
(40.754,-73.969)|5|1665|40.754|-73.969
(40.754,-73.969)|6|2851|40.754|-73.969
(40.754,-73.969)|7|4347|40.754|-73.969
(40.754,-73.969)|8|5676|40.754|-73.969
(40.754,-73.969)|9|5487|40.754|-73.969
(40.754,-73.969)|10|4909|40.754|-73.969
(40.754,-73.969)|11|5209|40.754|-73.969
(40.754,-73.969)|12|5469|40.754|-73.969
(40.754,-73.969)|13|5296|40.754|-73.969
(40.754,-73.969)|14|5225|40.754|-73.969
(40.754,-73.969)|15|4782|40.754|-73.969
(40.754,-73.969)|16|5013|40.754|-73.969
(40.754,-73.969)|17|7360|40.754|-73.969
(40.754,-73.969)|18|8529|40.754|-73.969
(40.754,-73.969)|19|8666|40.754|-73.969
(40.754,-73.969)|20|8583|40.754|-73.969
(40.754,-73.969)|21|8774|40.754|-73.969
(40.754,-73.969)|22|7653|40.754|-73.969
(40.754,-73.969)|23|5910|40.754|-73.969
(40.754,-73.972)|0|2984|40.754|-73.972
(40.754,-73.972)|1|1864|40.754|-73.972
(40.754,-73.972)|2|1210|40.754|-73.972
(40.754,-73.972)|3|885|40.754|-73.972
(40.754,-73.972)|4|737|40.754|-73.972
(40.754,-73.972)|5|847|40.754|-73.972
(40.754,-73.972)|6|1666|40.754|-73.972
(40.754,-73.972)|7|3080|40.754|-73.972
(40.754,-73.972)|8|4526|40.754|-73.972
(40.754,-73.972)|9|4709|40.754|-73.972
(40.754,-73.972)|10|5080|40.754|-73.972
(40.754,-73.972)|11|5507|40.754|-73.972
(40.754,-73.972)|12|5678|40.754|-73.972
(40.754,-73.972)|13|5250|40.754|-73.972
(40.754,-73.972)|14|5315|40.754|-73.972
(40.754,-73.972)|15|4873|40.754|-73.972
(40.754,-73.972)|16|3992|40.754|-73.972
(40.754,-73.972)|17|5282|40.754|-73.972
(40.754,-73.972)|18|6524|40.754|-73.972
(40.754,-73.972)|19|6439|40.754|-73.972
(40.754,-73.972)|20|6736|40.754|-73.972
(40.754,-73.972)|21|6783|40.754|-73.972
(40.754,-73.972)|22|5570|40.754|-73.972
(40.754,-73.972)|23|4171|40.754|-73.972
(40.754,-73.974)|0|2718|40.754|-73.974
(40.754,-73.974)|1|1816|40.754|-73.974
(40.754,-73.974)|2|1352|40.754|-73.974
(40.754,-73.974)|3|1125|40.754|-73.974
(40.754,-73.974)|4|864|40.754|-73.974
(40.754,-73.974)|5|775|40.754|-73.974
(40.754,-73.974)|6|1038|40.754|-73.974
(40.754,-73.974)|7|1582|40.754|-73.974
(40.754,-73.974)|8|2803|40.754|-73.974
(40.754,-73.974)|9|3259|40.754|-73.974
(40.754,-73.974)|10|3387|40.754|-73.974
(40.754,-73.974)|11|3943|40.754|-73.974
(40.754,-73.974)|12|4426|40.754|-73.974
(40.754,-73.974)|13|4071|40.754|-73.974
(40.754,-73.974)|14|4548|40.754|-73.974
(40.754,-73.974)|15|3846|40.754|-73.974
(40.754,-73.974)|16|3257|40.754|-73.974
(40.754,-73.974)|17|4366|40.754|-73.974
(40.754,-73.974)|18|4773|40.754|-73.974
(40.754,-73.974)|19|5101|40.754|-73.974
